epoch,train_bpp,validation_bpp,best_validation_bpp,learning_rate
239,5.115866163478178,5.062856367501346,5.039041292667389,0.00020480000000000004
240,5.12117756394779,5.061875942620364,5.039041292667389,0.00020480000000000004
241,5.115724752089556,5.040604875304482,5.039041292667389,0.00020480000000000004
242,5.117430817099178,5.058214318752289,5.039041292667389,0.00020480000000000004
243,5.12922124301686,5.029487406123768,5.029487406123768,0.00020480000000000004
244,5.128244236216825,5.039647027579221,5.029487406123768,0.00020480000000000004
245,5.113645485709696,5.064297451756217,5.029487406123768,0.00020480000000000004
246,5.112655122981352,5.057818087664518,5.029487406123768,0.00020480000000000004
247,5.11565795842339,5.024096064134078,5.024096064134078,0.00020480000000000004
248,5.117515495524687,5.2034864501519635,5.024096064134078,0.00020480000000000004
249,5.111953314612894,5.051562652804635,5.024096064134078,0.00020480000000000004
250,5.1174002406176395,5.147617453878576,5.024096064134078,0.00016384000000000006
251,5.082526379753562,4.998682308197021,4.998682308197021,0.00016384000000000006
252,5.087342360440423,5.0066593473607846,4.998682308197021,0.00016384000000000006
253,5.091826162338257,5.001638864387165,4.998682308197021,0.00016384000000000006
254,5.086969202827005,4.997588259523565,4.997588259523565,0.00016384000000000006
255,5.08840500831604,5.011234831809998,4.997588259523565,0.00016384000000000006
256,5.090177813137279,5.0111483584750784,4.997588259523565,0.00016384000000000006
257,5.08942943685195,5.002970097281716,4.997588259523565,0.00016384000000000006
258,5.086309294981115,4.99824974862012,4.997588259523565,0.00016384000000000006
259,5.092713294309728,5.015422570705414,4.997588259523565,0.00016384000000000006
260,5.087502046472886,5.005554800683802,4.997588259523565,0.00016384000000000006
261,5.0932175939223345,5.014710017767819,4.997588259523565,0.00016384000000000006
262,5.092908673005946,5.010374501618472,4.997588259523565,0.00016384000000000006
263,5.088250794691198,5.037543621930209,4.997588259523565,0.00016384000000000006
264,5.094371073105756,5.024713570421392,4.997588259523565,0.00016384000000000006
265,5.093193266812492,5.0171612544493245,4.997588259523565,0.00016384000000000006
266,5.09014868960661,5.029590333591808,4.997588259523565,0.00016384000000000006
267,5.09232564982246,5.022028949043968,4.997588259523565,0.00016384000000000006
268,5.088161570605109,5.028955846483057,4.997588259523565,0.00016384000000000006
269,5.089435360291425,5.011287187446247,4.997588259523565,0.00016384000000000006
270,5.085144886129043,4.999228295412931,4.997588259523565,0.00016384000000000006
271,5.08687551835004,5.005634274265983,4.997588259523565,0.00016384000000000006
272,5.093013582790599,5.0029306812719865,4.997588259523565,0.00016384000000000006
273,5.076518656225765,4.996059331026944,4.996059331026944,0.00016384000000000006
274,5.083009846631218,4.995115189118819,4.995115189118819,0.00016384000000000006
275,5.089247354058658,5.0062833580103785,4.995115189118819,0.00016384000000000006
276,5.085792824240292,4.987642302296378,4.987642302296378,0.00016384000000000006
277,5.087825395920698,4.989784520322626,4.987642302296378,0.00016384000000000006
278,5.0832475510765525,4.990332929654555,4.987642302296378,0.00016384000000000006
279,5.07860008912928,5.002169451930306,4.987642302296378,0.00016384000000000006
280,5.081778295180377,5.0484658501364965,4.987642302296378,0.00016384000000000006
281,5.087116814781638,4.985429888421839,4.985429888421839,0.00016384000000000006
282,5.084282009461347,4.995508592778986,4.985429888421839,0.00016384000000000006
283,5.0774790062623865,4.992039433392612,4.985429888421839,0.00016384000000000006
284,5.081066603380091,5.014415625008669,4.985429888421839,0.00016384000000000006
285,5.085417914110072,4.997491536357186,4.985429888421839,0.00016384000000000006
286,5.087442131603465,5.015287243236195,4.985429888421839,0.00016384000000000006
287,5.078964063420015,5.017341649532318,4.985429888421839,0.00016384000000000006
288,5.081946749406702,4.998311775380915,4.985429888421839,0.00016384000000000006
289,5.081562004089355,4.985654697634957,4.985429888421839,0.00016384000000000006
290,5.080915592417997,5.023309447548606,4.985429888421839,0.00016384000000000006
291,5.077757632872638,5.014558679407293,4.985429888421839,0.00016384000000000006
292,5.0765353763804715,4.9937687353654345,4.985429888421839,0.00016384000000000006
293,5.075831692639519,5.0179697329347785,4.985429888421839,0.00016384000000000006
294,5.074719924365773,4.985316279801455,4.985316279801455,0.00016384000000000006
295,5.071027112287633,4.989170142737302,4.985316279801455,0.00016384000000000006
296,5.072034373563879,4.970471695336428,4.970471695336428,0.00016384000000000006
297,5.077827365538653,4.992772415551272,4.970471695336428,0.00016384000000000006
298,5.076262656380148,4.988092394308611,4.970471695336428,0.00016384000000000006
299,5.069423713123097,4.99069466049021,4.970471695336428,0.00016384000000000006
300,5.070890889448278,4.988199791041287,4.970471695336428,0.00013107200000000006
301,5.059969583399155,4.961334334720265,4.961334334720265,0.00013107200000000006
302,5.0627661800384525,4.987227202545513,4.961334334720265,0.00013107200000000006
303,5.059364718268899,4.99962661374699,4.961334334720265,0.00013107200000000006
304,5.064363072339226,4.989493670246818,4.961334334720265,0.00013107200000000006
305,5.062939147949219,4.97994616356763,4.961334334720265,0.00013107200000000006
306,5.060039181989782,4.9655268734151665,4.961334334720265,0.00013107200000000006
307,5.056914411993588,4.962088349732485,4.961334334720265,0.00013107200000000006
308,5.060033873389749,4.958456855470484,4.958456855470484,0.00013107200000000006
309,5.055275449191822,4.957123782417991,4.957123782417991,0.00013107200000000006
310,5.054385041068582,4.964320424470034,4.957123782417991,0.00013107200000000006
311,5.05968064252068,4.956653636152094,4.956653636152094,0.00013107200000000006
312,5.058886813556446,4.953392946720124,4.953392946720124,0.00013107200000000006
313,5.0532394841138055,4.9505413814024495,4.9505413814024495,0.00013107200000000006
314,5.0571323377945845,4.95782200423154,4.9505413814024495,0.00013107200000000006
315,5.054358312943402,4.9548506942662325,4.9505413814024495,0.00013107200000000006
316,5.056646772833432,4.949116815220226,4.949116815220226,0.00013107200000000006
317,5.054842404197244,4.953571804003282,4.949116815220226,0.00013107200000000006
318,5.0524609083287855,4.9517886768687855,4.949116815220226,0.00013107200000000006
319,5.0519572706783515,4.9513612140308725,4.949116815220226,0.00013107200000000006
320,5.052844861535465,4.9462226900187405,4.9462226900187405,0.00013107200000000006
321,5.0490316907097315,4.942199197682467,4.942199197682467,0.00013107200000000006
322,5.048429741017959,4.952151742848483,4.942199197682467,0.00013107200000000006
323,5.054359921287088,4.949873406236822,4.942199197682467,0.00013107200000000006
324,5.047555806777057,4.953099662607366,4.942199197682467,0.00013107200000000006
325,5.048738307952881,4.94672181931409,4.942199197682467,0.00013107200000000006
326,5.050684967602001,4.945566987991333,4.942199197682467,0.00013107200000000006
327,5.0481393948723285,4.94876763603904,4.942199197682467,0.00013107200000000006
328,5.046652245802038,4.949204616113143,4.942199197682467,0.00013107200000000006
329,5.050915271534639,4.9583144903182985,4.942199197682467,0.00013107200000000006
330,5.048579787086038,4.954296931353483,4.942199197682467,0.00013107200000000006
331,5.056958790386425,4.9769166209480975,4.942199197682467,0.00013107200000000006
332,5.047596307081335,4.9530461885712365,4.942199197682467,0.00013107200000000006
333,5.051397506489473,4.946166053685275,4.942199197682467,0.00013107200000000006
334,5.047534721598906,4.946900298378685,4.942199197682467,0.00013107200000000006
335,5.04308285040014,4.938871398839083,4.938871398839083,0.00013107200000000006
336,5.046929542878095,4.93963069265539,4.938871398839083,0.00013107200000000006
337,5.054256390964284,4.937608048048887,4.937608048048887,0.00013107200000000006
338,5.049530405156752,4.937787553397092,4.937608048048887,0.00013107200000000006
339,5.047125132504632,4.94055571122603,4.937608048048887,0.00013107200000000006
340,5.0533938363019155,4.936329201134768,4.936329201134768,0.00013107200000000006
341,5.053633235482609,4.940635747259313,4.936329201134768,0.00013107200000000006
342,5.046526066275204,4.948028652234511,4.936329201134768,0.00013107200000000006
343,5.045596859314863,4.957780534570867,4.936329201134768,0.00013107200000000006
344,5.04007625131046,4.944577447934584,4.936329201134768,0.00013107200000000006
345,5.039473952125101,4.937422399087386,4.936329201134768,0.00013107200000000006
346,5.037091263041777,4.927299146218734,4.927299146218734,0.00013107200000000006
347,5.038882290896248,4.937549905343489,4.927299146218734,0.00013107200000000006
348,5.0389734189650595,4.935489834438671,4.927299146218734,0.00013107200000000006
349,5.042160025764914,4.936424650929191,4.927299146218734,0.00013107200000000006
350,5.0477104461894315,4.9364092003215445,4.927299146218734,0.00010485760000000006
351,5.0367593108906465,4.926888839765028,4.926888839765028,0.00010485760000000006
352,5.030331750196569,4.927321715788408,4.926888839765028,0.00010485760000000006
353,5.025797409730799,4.923425198685039,4.923425198685039,0.00010485760000000006
354,5.026023055805879,4.922489353743466,4.922489353743466,0.00010485760000000006
355,5.027007490606869,4.918302127447995,4.918302127447995,0.00010485760000000006
356,5.024967476900886,4.91794876943935,4.91794876943935,0.00010485760000000006
357,5.056609973346486,4.982030386274511,4.91794876943935,0.00010485760000000006
358,5.042801354352165,4.938916768810966,4.91794876943935,0.00010485760000000006
359,5.032110436383416,4.927924199537798,4.91794876943935,0.00010485760000000006
360,5.0274912037568935,4.9284308487718755,4.91794876943935,0.00010485760000000006
361,5.029029132618624,4.9259923414750535,4.91794876943935,0.00010485760000000006
362,5.030525905384737,4.923945956880396,4.91794876943935,0.00010485760000000006
363,5.030590950460995,4.926218707994981,4.91794876943935,0.00010485760000000006
364,5.023588048149557,4.925356575575742,4.91794876943935,0.00010485760000000006
365,5.022146760716158,4.919472423466769,4.91794876943935,0.00010485760000000006
366,5.017881464677698,4.915512362393466,4.915512362393466,0.00010485760000000006
367,5.021323809904211,4.910860339078036,4.910860339078036,0.00010485760000000006
368,5.022298986210543,4.912220627611334,4.910860339078036,0.00010485760000000006
369,5.0287574717577765,4.9131075295535,4.910860339078036,0.00010485760000000006
370,5.0230060970082,4.911751755801114,4.910860339078036,0.00010485760000000006
371,5.019479286530439,4.909216951240193,4.909216951240193,0.00010485760000000006
372,5.030607118045583,4.910417800599879,4.909216951240193,0.00010485760000000006
373,5.0190269767536835,4.913370075009086,4.909216951240193,0.00010485760000000006
374,5.0306761674319995,4.921717790040103,4.909216951240193,0.00010485760000000006
375,5.0209302958320166,4.913220663504167,4.909216951240193,0.00010485760000000006
376,5.02723354956683,4.918093981526114,4.909216951240193,0.00010485760000000006
377,5.022950948827407,4.909404971382835,4.909216951240193,0.00010485760000000006
378,5.02148419604582,4.912718471613798,4.909216951240193,0.00010485760000000006
379,5.018006704554838,4.915439676154744,4.909216951240193,0.00010485760000000006
380,5.018043714972103,4.910107538916848,4.909216951240193,0.00010485760000000006
381,5.01587760476505,4.915375971794129,4.909216951240193,0.00010485760000000006
382,5.02378202382256,4.913549178296869,4.909216951240193,0.00010485760000000006
383,5.015824692109052,4.90767743695866,4.90767743695866,0.00010485760000000006
384,5.011456509197459,4.904862467809157,4.904862467809157,0.00010485760000000006
385,5.013504179786233,4.9039692596955735,4.9039692596955735,0.00010485760000000006
386,5.012802004533656,4.9015700069340795,4.9015700069340795,0.00010485760000000006
387,5.024666233623729,4.91746156540784,4.9015700069340795,0.00010485760000000006
388,5.016408207837273,4.909620796550404,4.9015700069340795,0.00010485760000000006
389,5.0150125727934,4.90653685873205,4.9015700069340795,0.00010485760000000006
390,5.011586093341603,4.90789141329852,4.9015700069340795,0.00010485760000000006
391,5.008783672557158,4.901272835514762,4.901272835514762,0.00010485760000000006
392,5.01297968864441,4.902346480976451,4.901272835514762,0.00010485760000000006
393,5.015396121529972,4.905565739761699,4.901272835514762,0.00010485760000000006
394,5.014051247204051,4.896654888716611,4.896654888716611,0.00010485760000000006
395,5.013151939055499,4.902006203478033,4.896654888716611,0.00010485760000000006
396,5.013759592280668,4.901916016231883,4.896654888716611,0.00010485760000000006
397,5.012405824661255,4.902181843194095,4.896654888716611,0.00010485760000000006
398,5.025542061188641,4.919036025350744,4.896654888716611,0.00010485760000000006
399,5.016368935528924,4.906413987549868,4.896654888716611,0.00010485760000000006
400,5.014356654672062,4.907269602472132,4.896654888716611,8.388608000000005e-05
401,5.014099369610057,4.913156734813343,4.896654888716611,8.388608000000005e-05
402,5.009945530049941,4.903277985616164,4.896654888716611,8.388608000000005e-05
403,5.01021479101742,4.899476339600303,4.896654888716611,8.388608000000005e-05
404,5.010941784802605,4.901115586540916,4.896654888716611,8.388608000000005e-05
